Advanced Runtime Options,-Xverify:mode,"<p>Sets the mode of the bytecode verifier. Bytecode verification ensures that class files are properly formed and satisfy the constraints listed in <i>The Java Virtual Machine Specification</i>; see section 4.10, ""Verification of <code dir=""ltr"">class</code> Files"":</p> 
<p><code dir=""ltr""><a href=""https://docs.oracle.com/javase/specs/jvms/se8/html/jvms-4.html#jvms-4.10"">https://docs.oracle.com/javase/specs/jvms/se8/html/jvms-4.html#jvms-4.10</a></code></p> 
<p>Do not turn off verification when running dynamically generated or untrusted class files as this reduces the protection provided by Java and makes diagnosing problems with ill-formed bytecodes more difficult.</p> 
<p>Possible <i>mode</i> arguments for this option include the following:</p> 
<dl> 
 <dt>
  remote
 </dt> 
 <dd> 
  <p>Verifies all bytecodes not loaded by the bootstrap class loader. This is the default behavior.</p> 
 </dd> 
 <dt>
  all
 </dt> 
 <dd> 
  <p>Enables verification of all bytecodes.</p> 
 </dd> 
 <dt>
  none
 </dt> 
 <dd> 
  <p>Disables verification of all bytecodes.</p> 
 </dd> 
</dl>"
Advanced JIT Compiler Options,-XX:+CheckEndorsedAndExtDirs,"<p>Enables the option to prevent the <code dir=""ltr"">java</code> command from running a Java application if it uses the endorsed-standards override mechanism or the extension mechanism. This option checks if an application is using one of these mechanisms by checking the following:</p> 
<ul> 
 <li> <p>The <code dir=""ltr"">java.ext.dirs</code> or <code dir=""ltr"">java.endorsed.dirs</code> system property is set.</p> </li> 
 <li> <p>The <code dir=""ltr"">lib/endorsed</code> directory exists and is not empty.</p> </li> 
 <li> <p>The <code dir=""ltr"">lib/ext</code> directory contains any JAR files other than those of the JDK.</p> </li> 
 <li> <p>The system-wide platform-specific extension directory contains any JAR files.</p> </li> 
</ul>"
Advanced JIT Compiler Options,-XX:+DisableAttachMechanism,"<p>Enables the option that disables the mechanism that lets tools attach to the JVM. By default, this option is disabled, meaning that the attach mechanism is enabled and you can use tools such as <code dir=""ltr"">jcmd</code>, <code dir=""ltr"">jstack</code>, <code dir=""ltr"">jmap</code>, and <code dir=""ltr"">jinfo</code>.</p>"
Advanced JIT Compiler Options,-XX:ErrorFile=filename,"<p>Specifies the path and file name to which error data is written when an irrecoverable error occurs. By default, this file is created in the current working directory and named <code dir=""ltr"">hs_err_pid</code><i>pid</i><code dir=""ltr"">.log</code> where <i>pid</i> is the identifier of the process that caused the error. The following example shows how to set the default log file (note that the identifier of the process is specified as <code dir=""ltr"">%p</code>):</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:ErrorFile=./hs_err_pid%p.log
</pre> 
<p>The following example shows how to set the error log to <code dir=""ltr"">/var/log/java/java_error.log</code>:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:ErrorFile=/var/log/java/java_error.log
</pre> 
<p>If the file cannot be created in the specified directory (due to insufficient space, permission problem, or another issue), then the file is created in the temporary directory for the operating system. The temporary directory is <code dir=""ltr"">/tmp</code>.</p>"
Advanced JIT Compiler Options,-XX:+FailOverToOldVerifier,"<p>Enables automatic failover to the old verifier when the new type checker fails. By default, this option is disabled and it is ignored (that is, treated as disabled) for classes with a recent bytecode version. You can enable it for classes with older versions of the bytecode.</p>"
Advanced JIT Compiler Options,-XX:+FlightRecorder,"<p>Enables the use of the Java Flight Recorder (JFR) during the runtime of the application. This is a commercial feature that works in conjunction with the <code dir=""ltr"">-XX:+UnlockCommercialFeatures</code> option as follows:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
java -XX:+UnlockCommercialFeatures -XX:+FlightRecorder
</pre> 
<p>If this option is not provided, Java Flight Recorder can still be enabled in a running JVM by providing the appropriate <code dir=""ltr"">jcmd</code> diagnostic commands.</p>"
Advanced JIT Compiler Options,-XX:-FlightRecorder,"<p>Disables the use of the Java Flight Recorder (JFR) during the runtime of the application. This is a commercial feature that works in conjunction with the <code dir=""ltr"">-XX:+UnlockCommercialFeatures</code> option as follows:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
java -XX:+UnlockCommercialFeatures -XX:-FlightRecorder
</pre> 
<p>If this option is provided, Java Flight Recorder cannot be enabled in a running JVM.</p>"
Advanced JIT Compiler Options,-XX:FlightRecorderOptions=parameter=value,"<p>Sets the parameters that control the behavior of JFR. This is a commercial feature that works in conjunction with the <code dir=""ltr"">-XX:+UnlockCommercialFeatures</code> option. This option can be used only when JFR is enabled (that is, the <code dir=""ltr"">-XX:+FlightRecorder</code> option is specified).</p> 
<p>The following list contains all available JFR parameters:</p> 
<dl> 
 <dt>
  defaultrecording={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether the recording is a continuous background recording or if it runs for a limited time. By default, this parameter is set to <code dir=""ltr"">false</code> (recording runs for a limited time). To make the recording run continuously, set the parameter to <code dir=""ltr"">true</code>.</p> 
 </dd> 
 <dt>
  disk={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether JFR should write a continuous recording to disk. By default, this parameter is set to <code dir=""ltr"">false</code> (continuous recording to disk is disabled). To enable it, set the parameter to <code dir=""ltr"">true</code>, and also set <code dir=""ltr"">defaultrecording=true</code>.</p> 
 </dd> 
 <dt>
  dumponexit={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether a dump file of JFR data should be generated when the JVM terminates in a controlled manner. By default, this parameter is set to <code dir=""ltr"">false</code> (dump file on exit is not generated). To enable it, set the parameter to <code dir=""ltr"">true</code>, and also set <code dir=""ltr"">defaultrecording=true</code>.</p> 
  <p>The dump file is written to the location defined by the <code dir=""ltr"">dumponexitpath</code> parameter.</p> 
 </dd> 
 <dt>
  dumponexitpath=
  <i>path</i>
 </dt> 
 <dd> 
  <p>Specifies the path and name of the dump file with JFR data that is created when the JVM exits in a controlled manner if you set the <code dir=""ltr"">dumponexit=true</code> parameter. Setting the path makes sense only if you also set <code dir=""ltr"">defaultrecording=true</code>.</p> 
  <p>If the specified path is a directory, the JVM assigns a file name that shows the creation date and time. If the specified path includes a file name and if that file already exists, the JVM creates a new file by appending the date and time stamp to the specified file name.</p> 
 </dd> 
 <dt>
  globalbuffersize=
  <i>size</i>
 </dt> 
 <dd> 
  <p>Specifies the total amount of primary memory (in bytes) used for data retention. Append <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code>, to specify the size in KB, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to specify the size in MB, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to specify the size in GB. By default, the size is set to 462848 bytes.</p> 
 </dd> 
 <dt>
  loglevel={quiet|error|warning|info|debug|trace}
 </dt> 
 <dd> 
  <p>Specify the amount of data written to the log file by JFR. By default, it is set to <code dir=""ltr"">info</code>.</p> 
 </dd> 
 <dt>
  maxage=
  <i>time</i>
 </dt> 
 <dd> 
  <p>Specifies the maximum age of disk data to keep for the default recording. Append <code dir=""ltr"">s</code> to specify the time in seconds, <code dir=""ltr"">m</code> for minutes, <code dir=""ltr"">h</code> for hours, or <code dir=""ltr"">d</code> for days (for example, specifying <code dir=""ltr"">30s</code> means 30 seconds). By default, the maximum age is set to 15 minutes (<code dir=""ltr"">15m</code>).</p> 
  <p>This parameter is valid only if you set the <code dir=""ltr"">disk=true</code> parameter.</p> 
 </dd> 
 <dt>
  maxchunksize=
  <i>size</i>
 </dt> 
 <dd> 
  <p>Specifies the maximum size (in bytes) of the data chunks in a recording. Append <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code>, to specify the size in KB, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to specify the size in MB, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to specify the size in GB. By default, the maximum size of data chunks is set to 12 MB.</p> 
 </dd> 
 <dt>
  maxsize=
  <i>size</i>
 </dt> 
 <dd> 
  <p>Specifies the maximum size (in bytes) of disk data to keep for the default recording. Append <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code>, to specify the size in KB, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to specify the size in MB, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to specify the size in GB. By default, the maximum size of disk data is not limited, and this parameter is set to 0.</p> 
  <p>This parameter is valid only if you set the <code dir=""ltr"">disk=true</code> parameter.</p> 
 </dd> 
 <dt>
  repository=
  <i>path</i>
 </dt> 
 <dd> 
  <p>Specifies the repository (a directory) for temporary disk storage. By default, the system's temporary directory is used.</p> 
 </dd> 
 <dt>
  samplethreads={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether thread sampling is enabled. Thread sampling occurs only if the sampling event is enabled along with this parameter. By default, this parameter is enabled.</p> 
 </dd> 
 <dt>
  settings=
  <i>path</i>
 </dt> 
 <dd> 
  <p>Specifies the path and name of the event settings file (of type JFC). By default, the <code dir=""ltr"">default.jfc</code> file is used, which is located in <code dir=""ltr"">JAVA_HOME/jre/lib/jfr</code>.</p> 
 </dd> 
 <dt>
  stackdepth=
  <i>depth</i>
 </dt> 
 <dd> 
  <p>Stack depth for stack traces by JFR. By default, the depth is set to 64 method calls. The maximum is 2048, minimum is 1.</p> 
 </dd> 
 <dt>
  threadbuffersize=
  <i>size</i>
 </dt> 
 <dd> 
  <p>Specifies the per-thread local buffer size (in bytes). Append <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code>, to specify the size in KB, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to specify the size in MB, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to specify the size in GB. Higher values for this parameter allow more data gathering without contention to flush it to the global storage. It can increase application footprint in a thread-rich environment. By default, the local buffer size is set to 5 KB.</p> 
 </dd> 
</dl> 
<p>You can specify values for multiple parameters by separating them with a comma. For example, to instruct JFR to write a continuous recording to disk, and set the maximum size of data chunks to 10 MB, specify the following:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:FlightRecorderOptions=defaultrecording=true,disk=true,maxchunksize=10M
</pre>"
Advanced JIT Compiler Options,-XX:LargePageSizeInBytes=size,"<p>On Solaris, sets the maximum size (in bytes) for large pages used for Java heap. The <i>size</i> argument must be a power of 2 (2, 4, 8, 16, ...). Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. By default, the size is set to 0, meaning that the JVM chooses the size for large pages automatically.</p> 
<p>The following example illustrates how to set the large page size to 4 megabytes (MB):</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:LargePageSizeInBytes=4m
</pre>"
Advanced JIT Compiler Options,-XX:MaxDirectMemorySize=size,"<p>Sets the maximum total size (in bytes) of the New I/O (the <code dir=""ltr"">java.nio</code> package) direct-buffer allocations. Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. By default, the size is set to 0, meaning that the JVM chooses the size for NIO direct-buffer allocations automatically.</p> 
<p>The following examples illustrate how to set the NIO size to 1024 KB in different units:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:MaxDirectMemorySize=1m
-XX:MaxDirectMemorySize=1024k
-XX:MaxDirectMemorySize=1048576
</pre>"
Advanced JIT Compiler Options,-XX:NativeMemoryTracking=mode,"<p>Specifies the mode for tracking JVM native memory usage. Possible <i>mode</i> arguments for this option include the following:</p> 
<dl> 
 <dt>
  off
 </dt> 
 <dd> 
  <p>Do not track JVM native memory usage. This is the default behavior if you do not specify the <code dir=""ltr"">-XX:NativeMemoryTracking</code> option.</p> 
 </dd> 
 <dt>
  summary
 </dt> 
 <dd> 
  <p>Only track memory usage by JVM subsystems, such as Java heap, class, code, and thread.</p> 
 </dd> 
 <dt>
  detail
 </dt> 
 <dd> 
  <p>In addition to tracking memory usage by JVM subsystems, track memory usage by individual <code dir=""ltr"">CallSite</code>, individual virtual memory region and its committed regions.</p> 
 </dd> 
</dl>"
Advanced JIT Compiler Options,-XX:ObjectAlignmentInBytes=alignment,"<p>Sets the memory alignment of Java objects (in bytes). By default, the value is set to 8 bytes. The specified value should be a power of two, and must be within the range of 8 and 256 (inclusive). This option makes it possible to use compressed pointers with large Java heap sizes.</p> 
<p>The heap size limit in bytes is calculated as:</p> 
<p><code dir=""ltr"">4GB * ObjectAlignmentInBytes</code></p> 
<p>Note: As the alignment value increases, the unused space between objects will also increase. As a result, you may not realize any benefits from using compressed pointers with large Java heap sizes.</p>"
